"5bc0","<X1e>子供<X04>
<IF_NOT00f0><JUMP5c28>ねえ モンスターって 怖いんでしょ？いつまで いるんだろう 町から
出られなくて つまんないよ。<END>
<LOC5c28>どうして モンスターが いないのに
外に出ちゃ いけないんだろう。",""
"5c67","<X1e>男<X04>
おれは 貿易商だから 仕事で
いろいろな国に 行くんだよ。

<IF_NOT00f0><JUMP5ceb>うわさだと セリオスさまたちが
モンスター退治に 出かけたらしいぞ。<END>
<LOC5ceb>セリオスさまたちがモンスター退治に出かけたって うわさをきいたけど
本当だったんだな。",""
"5d40","<X1e>男<X04>
<IF0024><JUMP602a><IF0015><JUMP5eb3>この前 モンスターを 見てみようと
思って わざわざ クルスの方まで
行ってみたんだ。

災害のお守りを ７つも持ってたから
すっかり 安心していたんだよ。

そうしたら なぜか 知らないけど
モンスターが おそってきたんだ。
それで 夢中で 逃げていたら 石に
つまづいて けがをしたんだよ。

せっかく ７つも買ったのに 全然
役に立たないんだぜ。
あの商人に だまされちゃったよ。<END>
<LOC5eb3>やあ 災害のお守りを 買わないか？
あと １つだけだから 100 GOLDで
どうだ？

<Xf25360><JUMP5fee><Xf65317><JUMP5faf>災害のお守りを 買いますか？<Xf69229><JUMP5f73><SET0024><Xf35360><Xf127><X08>助かったよ。７つも買っちゃったからどうしようかと思っていたんだ。<END>
<LOC5f73><X08>そうか 残念だな。ちょっとは
役に立つかもしれないのに ･ ･ ･<END>
<LOC5faf>なんだ これ以上 持てないのか。
買う気があったら また来てくれ。<END>
<LOC5fee>あっ これは 悪かった。
お金が 足りないとは 知らなかったよ。<END>
<LOC602a>災害のお守りで いいことは
起こったかい？",""
"6057","<X1e>女<X04>
<IF_NOT00f0><JUMP60c2>セリオスさまは どうしたのかしら
あの方だったら モンスターなんか
あっというまに 退治できるのに。<END>
<LOC60c2>さすがは セリオスさまね。
あの方の おかげで モンスターが
いなくなったのよ きっと。",""
"6115","<X1e>老人<X04>
セリオス国王さまは 勇敢な方じゃ。
<IF_NOT00f0><JUMP6178>きっと 今回のさわぎも 何とかして
くださるじゃろう。<END>
<LOC6178>やはり あのお方が モンスターを
退治してくださったようじゃ。",""
"61b4","<X1e>男<X04>
まもなく ロンド行きが 出発します。ご利用の方は お早めに乗船ください。<IF_NOT00f0><JUMP624d>

海の上だったら モンスターも
いない ･ ･ ･ はずですから
安心してください。<LOC624d>",""
"624e","<X1e>男<X04>
お客さん 切符を出してください。
<PAGE>
<Xf8287417><JUMP62ba>船に 乗りますか？
<Xf69229><JUMP62f9><Xf9000200><ASM6b26><Xf828af17><JUMP62ba><Xf028><SET0400><X0e>を 渡しました。<X0c0301><END>
<LOC62ba>持ってないなら 乗せられませんよ。
向こうで 買ってきてください。<LOC62f9>",""
"62fa","<X1e>女<X04>
いらっしゃいませ。
船に乗るなら 切符を買ってください。１枚 100 Gold です。

<Xf27764><JUMP6428><Xf65317><JUMP6447>切符を 買いますか？<Xf69229><JUMP63dc><Xf37764><Xf128><X08>船に乗るときに この切符を出さないと乗せてくれませんから、落したりしてなくさないように してくださいね。<END>
<LOC63dc><X08>あら そうですか ･ ･ ･
切符がないと 船には乗れないのよ。
わかってるわよね？<END>
<LOC6428>お客さん お金が 足りないわよ。<END>
<LOC6447>お客さん これ以上 持てない
みたいですけど ･ ･ ･",""
"647b","<X1e>宿屋<X04>
この宿は 国王さまが お泊まりに
なったことも あるんですよ。
だから １晩 100 Gold になります。

<Xf2b565><JUMP657d>よろしいですか？<Xf69229><JUMP653f><Xf3b565><SET0401><ASMd6ee><X08>それは ありがとうございます。
ごゆっくり お休みください。<END>
<LOC653f><X08>そうですか 国王さまが お泊まりに
なったことも あるのに ･ ･ ･<END>
<LOC657d>おや お金が 足りないようですね。
またいらしてください。",""
"65b9","<X1e>武器屋<X04>
<IF0015><JUMP665f>ベルガの鉱山が 復旧したら 武器を
作るための材料が 手に入るように
なります。

その時は 必ず 強い武器を 売りに
出しますから 期待して待っていて
ください。<END>
<LOC665f>ベルガの鉱山が 復旧したので やっと材料が 手に入るようになりました。

今 急いで 武器を 作っていますので
もう少しお待ちください。",""
"66de","<X1e>道具屋<X04>
いらっしゃいませ。
どのような ご用でしょうか？<RETN>",""
"6716","また来てくださいね。",""
"678e","どれを 売ってくれますか？
<RETN>",""
"67a9"," Gold になるけど
それでも よろしいですか？
<RETN>",""
"67d5","それは残念です。

<RETN>",""
"67e7","どうも ありがとうございます。
<RETN>",""
"672b","おや？これ以上持てないようですね。

<RET_IL>",""
"674f","どれを買ってくれますか？
<RETN>",""
"6769","<X0e>だね。
どうも ありがとう。

<RET_IL>",""
